%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1378129219046922580,-0.196763871978,0.0,0.0,0.0,0.0,0.0
1378131691333307114,-0.196763871978,0.0,0.0,0.0,0.0,0.0
1378131694033136742,0.0,0.0,0.0,0.0,0.0,-0.655879573259
1378131697233145743,-0.196763871978,0.0,0.0,0.0,0.0,0.0
1378131715133151571,0.0,0.0,0.0,0.0,0.0,0.655879573259
1378131717033168249,-0.196763871978,0.0,0.0,0.0,0.0,0.0
1378131725233140354,0.0,0.0,0.0,0.0,0.0,0.655879573259
1378131730033145722,-0.196763871978,0.0,0.0,0.0,0.0,0.0
